;Punjab;Haryana;Rajasthan;Delhi;UP;Uttarakhand;HP;J&K;Chandigarh;Chhattisgarh;Gujarat;MP;Maharashtra;Goa;DNH;Andhra Pradesh;Telangana;Karnataka;Kerala;Tamil Nadu;Pondy;Bihar;Jharkhand;Odisha;West Bengal;Sikkim;Arunachal Pradesh;Assam;Manipur;Meghalaya;Mizoram;Nagaland;Tripura
18.10.2019;96.1;120.7;226.5;74.9;296.5;39.3;28.апр;33.6;04.июн;77;324.1;245.5;445.4;09.апр;18.сен;170.4;211;222.7;69.3;294.7;07.янв;83.8;24.июн;66.2;110.9;02.янв;02.фев;23.янв;02.июл;05.сен;01.июн;02.фев;03.май
19.10.2019;105.4;123.2;226.8;74.9;289.5;38.9;28.июл;38.1;04.июл;78.4;257.6;247.7;452.7;10.май;18.янв;166.7;211.4;230.7;70.4;287;07.янв;82.5;24.авг;68.2;113.8;01.сен;02.мар;22.мар;02.июн;6;01.июн;02.янв;03.июл
20.10.2019;111.4;127.7;233.3;75.4;284;39.1;30.июл;43.8;04.июн;77.8;273.3;236.9;441.2;10.янв;17.сен;156;201.5;220.5;70.2;238.5;05.июл;80.7;24.сен;67.8;111.2;01.сен;02.фев;20.май;02.июл;05.сен;01.мар;02.янв;03.авг
21.10.2019;112;125.3;225.9;76.4;253.9;39.8;31.янв;42.2;04.июл;78.8;309.7;214.5;438.8;10;18.фев;153.7;200.8;227.3;70.1;227.2;05.фев;77.1;25.апр;65.6;113.8;01.сен;02.мар;20.сен;03.фев;06.янв;01.июн;02.фев;03.июл
22.10.2019;111.6;125.3;228.1;77.3;260.9;39.1;31.янв;49.6;04.июн;79.3;322.9;225;431.4;09.май;18;167.5;209.8;233;71.4;246.6;05.апр;74.2;25.фев;67.9;115;2;02.фев;22;02.авг;6;01.июн;02.мар;03.июн
23.10.2019;110.4;126.1;230.2;73.3;279.8;39.6;31.мар;49.9;04.мар;72.5;322.1;230.2;431.8;09.мар;18.янв;169.5;209.8;228.3;72.3;262.1;06.янв;73;24.мар;68.4;116;01.фев;02.фев;22.июн;02.июн;06.янв;01.июн;02.мар;03.май
24.10.2019;104.6;115.6;228.2;71.7;271.3;36.7;28.июл;50;03.сен;78.7;313.5;229.3;426.8;08.июл;18.янв;170.2;208.6;192.3;67.8;246.7;6;75;24;68.4;107.4;01.июн;02.фев;22.июл;02.июн;06.янв;01.июн;02.фев;03.апр
25.10.2019;256.1;206.9;211.5;115.5;449.7;39.9;29.янв;42.9;6;92.7;270.6;195.4;379;10.мар;18.май;186;196.4;154.5;55;306.7;08.май;110.7;24.май;94.1;164.8;0.8;02.фев;33.9;02.апр;05.фев;01.июл;02.апр;05.май
26.10.2019;229.1;204.7;214.5;117.8;420.6;41.4;29.июн;38.7;06.мар;87.9;292.7;186.9;396.2;10.май;18.сен;183.4;191.9;160.5;58.6;312.4;08.июн;96.5;22.сен;91.3;150.5;0.8;02.фев;32.6;02.апр;05.янв;01.авг;02.апр;04.июл
27.10.2019;233.8;192.2;207.5;113.9;393;42.3;29.апр;35.7;6;80.5;293.4;169.4;399.4;10.май;18.май;183.6;200.8;161.3;59.4;306.8;08.янв;99.9;23.фев;93.9;152.2;0.7;02.янв;33.4;02.май;05.май;01.июл;02.фев;05.апр
28.10.2019;220.4;170.6;171;98.7;379.2;33.8;22.авг;40.3;05.фев;80.3;231.5;140.7;344.5;10.май;14.сен;184.7;190.6;149.9;58.1;286;07.мар;104.7;24.май;96.6;138.2;0.5;02.фев;30.мар;02.май;05.июн;01.июн;02.мар;04.июл
29.10.2019;226.5;177.7;156;107.7;377.1;36.1;26.июн;38.5;05.июн;88.3;258.5;149.7;378.1;11.мар;16.фев;183.3;213.1;164.2;62.5;301.6;7;108.1;25.фев;103.9;157.1;0.8;2;33.2;02.апр;05.май;01.мар;02.фев;04.май
30.10.2019;176.1;150.9;147.3;99.2;370.6;37.5;29.июн;33.5;5;97.4;281.8;164.8;399.9;11.июл;18.фев;174;218.9;158.1;63.8;272.1;06.сен;107.8;24.апр;104.5;151;0.9;2;35.2;02.мар;05.май;01.апр;02.фев;04.авг
31.10.2019;124.2;125.4;163;89.1;353.2;30;34;38.8;03.июн;96;282.4;169.2;399.2;11.июл;18.апр;164.1;217;142.7;60;260.2;06.май;104.9;21.авг;89.8;144.9;0.6;02.мар;33.3;02.мар;05.мар;01.июл;02.фев;04.май
01.11.2019;78.2;79.7;159.5;52.4;271;20.янв;12.янв;40.7;02.апр;78.2;249.5;177.2;392.2;07.янв;02.фев;154.9;167.8;198.4;67.9;228.2;04.май;82.8;22.июл;72.8;130.3;0.9;01.май;19.фев;02.янв;03.сен;01.май;02.мар;03.янв
02.11.2019;82;83.4;162.7;56.4;282.3;21.мар;13.янв;40.4;02.июн;78.3;260.7;179.9;391.7;07.июл;02.апр;158.7;164.6;206.6;70.8;239.1;04.июл;88.8;24.авг;74.8;143.3;01.фев;01.июн;21.июл;2;04.фев;01.июн;02.мар;4
03.11.2019;88.1;88.5;168.6;60.8;290;21.янв;12.авг;43.2;02.июл;78.9;263.5;180.8;392.2;07.июл;02.апр;160.9;167.4;208.4;70.8;243.8;04.авг;91.6;23.май;78.5;151.4;01.фев;01.июл;21.мар;02.апр;04.фев;01.июл;02.фев;04.мар
04.11.2019;84.5;91.5;170.4;62.8;289;22.янв;13.мар;40.7;02.сен;77.5;261.7;180.7;395;07.сен;02.апр;163;159.7;217;70.6;248.2;04.сен;70.3;21.авг;77.8;137.6;01.мар;01.фев;16.апр;01.сен;03.июн;01.мар;01.июл;03.апр
05.11.2019;85.4;91.8;169.7;63;293.3;22.май;14;42.9;3;78.3;264.5;182.2;402.2;08.фев;02.май;165;157.8;219.8;69.5;252.5;05.янв;82.7;23.май;76.2;127.2;01.фев;01.мар;15.сен;01.авг;03.июл;01.июн;01.сен;03.фев
06.11.2019;83.3;89.2;169.2;65.2;290;22.сен;14.янв;39.7;02.сен;83.4;269;188.7;401.9;08.янв;02.июн;166.6;157.7;219;71;254.9;05.фев;82.9;24.июн;77.9;130.9;01.фев;01.апр;15.фев;01.сен;03.июн;01.июн;2;03.фев
08.11.2019;67.8;83.5;170.4;62.1;280.4;21.июн;11.авг;42.4;02.июн;79.5;263.7;182.1;400.2;08.янв;02.июл;171;152.7;204.4;72.1;259;05.май;81;24.апр;69.4;125.8;01.янв;01.апр;14.сен;2;03.авг;01.мар;2;02.апр
09.11.2019;99;107.9;212.4;63.2;269;32.9;27.мар;36.2;03.мар;72.1;308.7;209.1;402.5;12.фев;17.июл;173.2;160.5;168.5;67.9;286.3;06.май;74.8;23.сен;73.3;109;01.фев;02.янв;23.июн;02.мар;05.сен;01.авг;02.фев;04.мар
10.11.2019;98;114.1;214.4;59.9;267.4;33;26.авг;38.1;03.фев;71.7;314.2;214.7;408.4;12.май;18.янв;176;174.7;173.2;69.7;293.5;07.июн;71.3;23.июн;78.4;115.2;01.мар;2;23.авг;02.апр;05.сен;01.июл;02.янв;03.июн
11.11.2019;102.6;113.3;215.3;62;268.7;33.7;27.сен;39.3;03.май;70.8;314.5;218.5;414.3;12.апр;18.янв;173.3;176.6;177.3;70.8;295.1;07.июн;69.1;23.сен;70.4;115.8;01.май;02.фев;23.июл;02.апр;6;01.авг;02.янв;4
12.11.2019;104;114;196.9;63.2;276.1;34;28.май;39.2;03.апр;71.2;309.8;221.1;409.9;12.апр;18;171.9;183.5;175.6;71.4;297.1;07.июн;69.7;24.июл;65;112.3;01.апр;02.янв;23.май;02.апр;05.июл;01.июл;02.фев;04.янв
13.11.2019;101.8;114.4;194.3;60.6;277.4;34.3;27.авг;38.8;03.май;71.2;307;222.6;410.3;12.апр;18;165.5;194;172.8;72.6;288.3;07.апр;72.7;24.июл;65.2;117.8;01.мар;2;24.июл;02.апр;05.июн;01.июл;02.янв;4
14.11.2019;101.3;110.5;200.5;60.4;272.1;33.3;27.июн;41.8;03.мар;70.8;313.7;224.7;416.2;12.сен;18.фев;168.3;192.5;172;72.1;273.6;07.апр;71.2;23.авг;66.7;115.7;01.апр;02.янв;24.янв;02.май;05.авг;01.сен;02.фев;03.авг
15.11.2019;93;101.8;203.7;58.5;257.1;30.сен;25.мар;42;3;70.8;299.7;227;406.7;12;17.июл;168.3;189.2;164.1;65.4;260.2;06.июл;69.4;23.сен;64.2;106.1;01.янв;2;22.апр;02.май;05.июл;01.июл;02.янв;03.май
16.11.2019;106.3;118.8;222.7;61.2;276.5;34.7;28.янв;45.8;03.фев;96.9;333.7;218.8;449.1;11.июн;18.янв;196.6;223.7;244.2;79.9;340.7;08.янв;75.2;23.сен;88.4;137.9;01.май;02.фев;24.мар;02.май;06.мар;01.июн;02.фев;03.июн
17.11.2019;110.6;122.5;230.4;61.4;280.6;35.7;28.янв;45.5;03.фев;95.5;334.4;222;463.7;11.июн;18.июн;199.2;220.4;248.9;80.8;343;08.мар;75.2;24.июл;88.8;148.7;01.апр;02.мар;24.фев;02.апр;06.мар;01.июл;01.сен;4
18.11.2019;111.8;125.2;225;62.2;283.1;36.9;29.сен;47.3;03.мар;96.3;330.9;219.1;459.1;11.июн;18.июн;198.1;220.9;247;80.7;340;08.фев;77.2;24.янв;86.2;153.4;01.мар;02.апр;24.янв;02.фев;06.фев;01.июн;02.янв;03.авг
19.11.2019;107.5;115.7;219.4;61.4;271.5;35.5;29.фев;46.9;03.мар;94.5;332.3;212.2;452.8;11.июн;18.июл;197.4;228;247.8;81.2;341.4;08.фев;76.4;22.янв;86;156.5;01.мар;02.мар;24.июн;02.апр;06.янв;01.июл;02.янв;03.сен
20.11.2019;111;118.4;218.2;64.2;278.8;35.7;29.янв;45.8;03.фев;97.5;334.5;210.7;448.9;11.июн;18.фев;197.4;229.3;249.9;80.9;340.8;08.июл;78;20;85.5;143.7;01.янв;02.янв;24.июл;02.мар;06.фев;01.июн;02.янв;03.сен
21.11.2019;116.5;122.6;220.9;59.4;289.1;36;28;47.1;03.янв;94.2;334.3;212.6;451.2;10.июл;18.янв;196.6;229.4;242.1;79.8;339.5;08.янв;79.4;20.авг;84.3;142.6;01.фев;02.янв;24;02.мар;06.янв;01.май;2;04.мар
22.11.2019;116.9;114.9;215.3;57.5;288.7;33.7;25.фев;43.2;02.авг;91.9;327;199.5;439;10.июл;18.фев;192;224.4;230;73.9;313.3;07.май;78.2;20.янв;81.3;133.5;01.янв;02.янв;23.апр;02.июн;06.янв;01.сен;02.фев;4
23.11.2019;101.4;118.1;233.3;66.8;256.7;37.3;28.апр;50;03.май;85.4;316.8;231.6;403.7;12.мар;18.фев;172.2;190.9;207.9;72.9;301.7;07.янв;70.9;23.авг;72;118.7;01.фев;2;22.май;02.авг;6;2;2;04.мар
24.11.2019;105.8;123;236.5;67.1;257.5;37.8;29;49.4;03.июн;86.6;323.4;236.3;420.1;12.мар;18.янв;174.8;193.1;212.3;73.2;309.9;07.апр;72.1;24.фев;73.7;126.9;01.мар;02.янв;23.фев;02.май;6;2;02.янв;03.апр
25.11.2019;104.8;122.9;236.6;66.5;267;37.9;28;46.9;03.май;82.8;324.3;236.7;428;12.июн;17.май;174.5;192.6;219.5;74.3;310.6;07.мар;68.5;23.авг;74.1;128.7;01.апр;02.фев;23.апр;02.апр;06.янв;01.авг;02.янв;03.авг
26.11.2019;102.9;111.5;227.5;67;246.1;37;27.май;46.7;03.май;89;328.1;213.6;431;11.сен;18.мар;174.2;194.7;223.2;74.8;313.9;07.апр;69.8;23.сен;83.9;129.3;01.апр;02.фев;23.сен;02.июл;6;01.авг;02.фев;03.сен
27.11.2019;105.3;116.5;230.5;68.5;236.4;35.8;26.сен;38.6;03.май;85.9;324.4;198.8;418.4;11.сен;18.мар;175.9;192.1;226.2;75.9;321.4;07.май;70.8;22.фев;83.6;130.4;01.май;02.фев;24;02.авг;06.янв;01.сен;02.янв;03.сен
28.11.2019;103.6;118.4;233.4;64.9;246;35.6;28.мар;42.8;03.май;70.7;320.9;210.3;413;11.сен;18;178.1;189.8;226.8;76.1;315.8;07.май;66.3;19.май;68.2;124.7;01.мар;02.фев;23.апр;02.май;06.мар;01.сен;02.янв;03.авг
29.11.2019;98.7;107.4;227.8;61.6;250.5;35.7;27.сен;42.2;03.янв;82.1;311.7;216.8;404;11.сен;17.апр;184.3;194.5;210.2;70.1;301;06.сен;68.4;22.апр;74.9;114.6;01.мар;2;19.фев;02.апр;05.сен;01.июл;2;03.мар
30.11.2019;203.3;194.8;269.8;136.7;449.6;46.2;29.мар;47.7;06.мар;92.4;398;221.9;459.6;11.сен;17.апр;181;165.1;187.2;65.8;327.3;08.июл;96.9;27.мар;94.2;186;01.фев;02.мар;30.май;02.мар;6;01.июл;02.мар;04.авг
01.12.2019;210.1;199.8;278;139.1;461.2;48.1;30.янв;42;06.июл;91.5;398;225.2;471.4;11.сен;16.июн;191;169.3;185.6;67.2;332;08.авг;90.2;27.фев;105.6;186.4;01.фев;02.мар;31.авг;02.июн;05.авг;01.июл;02.фев;05.авг
02.12.2019;185.6;176.2;265.9;135.2;403;38.4;29.фев;41;6;92.2;368.3;221.2;463.4;11.сен;16.май;197.3;169.2;179.2;64.6;337.6;09.фев;87.6;24.июн;102.9;184.3;01.апр;02.фев;35.1;02.май;05.сен;01.июн;02.фев;06.фев
03.12.2019;228.6;185.3;244.4;136.1;430.6;45.5;30.2;48.3;06.фев;92.1;302.6;210.1;457.8;10.апр;16;198.4;168.5;178.9;64.5;338.7;08.сен;86.7;23.янв;82.2;168.4;01.мар;02.фев;34.9;02.авг;05.авг;01.июл;02.янв;05.янв
04.12.2019;256;203.2;257.8;134.7;453.9;53.2;30.авг;48.9;06.май;92.8;328.7;211.2;460.8;11.май;16.сен;198.7;169.8;190.3;69;339.2;08.авг;108.2;26.авг;92.3;190.8;01.мар;02.фев;31;02.июл;06.янв;01.июл;02.фев;05.апр
05.12.2019;240.2;201.3;257.9;130.7;450.6;46.9;31.янв;46.9;06.янв;89.6;342.9;203.4;464;11.май;17.апр;201.8;168.4;198.1;71.9;332.9;09.янв;106.1;27.мар;87.1;180.4;01.янв;02.янв;31.авг;02.фев;06.янв;01.авг;02.янв;5
06.12.2019;237.6;165.9;223.1;117.9;413.3;42.7;27.авг;46.8;05.июл;86.9;325.4;191.1;455.8;11.май;17.мар;197.6;166.4;192.8;69;330.6;08.май;110.7;26.апр;77.4;177;0.9;02.фев;30;02.май;05.авг;01.авг;02.мар;05.янв
08.12.2019;110.1;101.3;205.2;69.4;251.6;21.апр;16.май;36.1;3;69.2;299.7;180.1;407.7;09.май;07.май;175.6;139.9;192.6;68.6;289.3;07.янв;87.5;20.май;74.9;131.3;01.янв;01.авг;26.май;02.мар;04.июл;01.июл;02.фев;04.июл
09.12.2019;116.2;110.5;204.7;67.7;217;23.май;20.янв;40.4;03.фев;72.9;305.2;173.9;392.5;10.июн;07.авг;180.6;142.8;199.4;72.5;303.8;07.июл;68.2;20.мар;76.9;120;01.мар;01.сен;27.янв;02.апр;04.июл;01.июл;02.мар;04.фев
10.12.2019;114.1;115.6;203.2;71.8;278;26.авг;21;42.3;03.мар;75.4;305.5;192.6;425.7;10.янв;8;178.7;147.5;208.4;72.2;296.7;7;91.4;22.июн;80.4;138.7;01.мар;01.сен;27.май;02.май;04.сен;01.июн;02.янв;04.май
11.12.2019;123.5;121.8;203.5;73.1;312.5;28.июн;21.апр;43.2;03.апр;75;301.9;196;421.3;09.сен;07.сен;180.5;150.8;214.7;72.7;296.1;07.фев;97.8;23.июн;80.4;140.3;01.апр;2;21.июн;02.май;04.июл;01.май;02.янв;04.июн
12.12.2019;115;113.6;215.1;72.2;322;28.сен;20.июл;38.3;03.мар;78.7;303.4;202;411.2;09.авг;07.авг;174.5;154.9;214.5;73.2;302.7;07.мар;97.1;22.мар;81.9;143.5;01.мар;02.фев;21.май;02.апр;04.июл;01.июл;02.фев;04.янв
13.12.2019;121.2;120.4;219.7;72;339.7;30.янв;21.сен;43.2;03.апр;79.4;306.3;202.9;405.5;10;07.май;181.9;156.8;209.5;71.9;303.5;07.июн;100.6;23.фев;81.2;145.2;01.фев;2;22.фев;02.мар;05.янв;01.июн;02.янв;04.фев
14.12.2019;129.8;128.5;225.2;73.3;350.6;30.май;22.апр;43.8;03.май;76.5;306.5;205.5;405.1;08.сен;07.июн;185.5;152.8;204.1;71.2;296.5;07.апр;101.9;25.сен;81.3;151.7;0.9;01.сен;22.янв;02.фев;05.янв;01.май;02.апр;04.фев
15.12.2019;130.1;131.9;243.3;68.5;290.4;37.5;28;50.4;03.сен;73.7;329;267.4;457.1;09.май;17.янв;180.7;192.4;231.5;73.8;304.3;07.май;77.5;25.сен;80.6;119.7;01.сен;02.фев;22.янв;02.май;06.июн;01.июн;02.мар;03.апр
16.12.2019;129.2;136.6;248.1;69.5;295.5;38.7;29.фев;53;4;73.7;343.5;269.9;471.1;11.фев;18.май;184.5;210.8;233.9;75.1;310;07.апр;77.6;25.фев;80;120.9;01.сен;02.фев;22.июн;02.июл;06.июл;01.июн;02.мар;03.июн
17.12.2019;134.2;137.8;249;68.8;288;38.6;28.авг;51.8;03.сен;78.7;341;271.4;476.8;11.сен;18.июл;186.4;216.8;237.7;76;311.9;07.июл;77.1;24.сен;77.8;123.3;01.авг;02.фев;22.июл;3;06.июн;01.авг;02.фев;03.май
18.12.2019;131.3;136.9;249;66.8;282.1;37.6;27.янв;46.4;03.авг;80.9;348.6;271.8;475.8;12;18.июл;187.8;223;240.9;78.2;315.1;07.июл;76.1;24.июн;78.5;122.5;01.сен;02.мар;23.янв;02.сен;06.июн;01.авг;02.мар;03.июн
19.12.2019;131.4;136.8;248.1;66.8;273.9;37.2;27.фев;48.3;03.июл;82.6;348.7;271.4;474.7;11.мар;18.май;189;225.7;244.6;77.6;324;07.авг;75.6;23;73.6;121.7;2;02.фев;23.июн;02.июл;06.июл;01.июн;02.фев;03.авг
20.12.2019;132.6;136.2;249.3;62.6;278.7;36.7;26.июн;48.1;03.май;83.8;347;269.4;474.5;09.сен;18.апр;189.7;236.2;242;78.5;307.8;07.июн;74.8;23.май;71.2;120.6;2;02.мар;22.авг;02.июл;06.июн;01.июн;02.мар;03.июн
21.12.2019;126.9;129.1;245.5;61.1;286.6;34.3;25.фев;48.8;03.фев;83.8;335;265.3;461.2;09.мар;18;189.7;235.6;225.3;71.9;296.6;06.авг;77.4;23.май;71.1;115.9;01.июл;02.фев;21.апр;02.авг;06.май;01.июн;02.мар;03.апр
22.12.2019;110.7;118.4;222.6;62.8;244.7;34.7;29.апр;46;03.июн;73.5;328.8;253.5;442.9;12.мар;18.июн;155.9;182.7;184.5;70.6;258;06.сен;67.6;24.апр;75.1;110.4;01.июл;02.янв;21.мар;02.май;06.фев;01.авг;02.янв;03.апр
23.12.2019;114.1;122.1;228.8;62.9;249.2;36.1;29.июл;47.2;03.май;74.4;335.5;256;454;12.авг;19;159.7;187.2;188;71.5;274.8;07.фев;70.3;24.май;76.7;114.3;01.авг;02.янв;20;02.май;6;01.июл;02.янв;03.апр
24.12.2019;110.8;121;229.9;65.4;253.4;36.4;30.мар;46.9;03.июл;76.2;332.2;257.5;455.5;12.авг;19;163;192.7;196.1;72.5;278.4;07.янв;67.9;24.авг;76.5;113.5;01.авг;02.мар;21.янв;02.июн;06.мар;01.июл;02.фев;03.апр
25.12.2019;97.8;111.3;211.8;64.8;239.8;36.5;31.2;45.9;04.янв;76.9;325.9;243.8;451.3;12.апр;19;160.7;197.3;196.6;72.6;287.5;06.май;69.1;24.май;76.4;114.3;01.авг;02.янв;18.сен;02.июл;6;01.июл;02.фев;03.фев
26.12.2019;94.7;95.7;202.2;66.8;186.8;29.май;29.фев;38.9;04.мар;75.8;319.3;211;438.7;12.июн;18.авг;159.3;199.6;204.2;72.4;283.2;07.мар;53.8;24;76.2;113.2;01.авг;02.янв;19;02.июн;6;01.июл;02.янв;03.мар
27.12.2019;103.7;110.4;211.4;63.8;229.9;33.4;29.мар;44.2;03.авг;75.8;317.1;228.5;435.7;12.фев;18.июн;156.6;200.1;197.7;70.4;256.1;06.авг;54.9;23.фев;79.8;112;01.июл;2;20.янв;02.июн;05.авг;2;02.янв;03.апр
28.12.2019;97.2;101.7;212.7;62;234.2;32.7;27.июн;47.7;03.апр;74.2;299.5;220.9;422.9;11.апр;18.фев;154.2;199.6;178.7;63.4;223.8;06.янв;63.9;21.авг;75.8;108.3;01.июн;2;19.июл;02.май;6;01.июл;02.янв;03.апр
29.12.2019;237.2;214.1;232.7;128.5;421.3;42;29.сен;40;06.апр;78.9;284.7;174.7;395.1;11;18.июн;181.9;200.5;187;67.1;318.2;08.мар;113;25.мар;95.7;166.9;1;2;34.2;02.апр;05.мар;01.июл;02.янв;04.сен
30.12.2019;251.9;220.1;246.5;126.9;437.4;43.3;31.6;42.8;06.апр;83.8;278.2;180.4;395.6;11.авг;18.июл;186.9;205.9;191.6;64.5;329.9;08.авг;103.6;23.июн;99.2;173.9;01.янв;02.мар;35;02.апр;05.июн;01.авг;02.янв;04.сен
31.12.2019;255;223.2;253.5;134.9;424;44.3;31.6;42.9;06.июл;86.5;277.2;179.5;400.3;11.авг;18.июл;186.6;206.8;189.5;58.9;313.2;07.сен;109.1;25.май;98.5;174.3;1;02.фев;34.7;02.май;05.июл;01.июл;02.фев;5
01.01.2020;264.6;222.6;253;137.2;426.5;42.1;31.июл;44.9;06.июл;84.7;267.2;167.9;377.8;11.авг;18.май;183;199.1;194.7;61.2;289.2;07.апр;106.4;23.апр;96.5;162.9;1;02.янв;34.1;02.апр;05.май;01.авг;02.фев;04.авг
02.01.2020;259.7;224.4;247.4;132.6;393;42.9;30.июн;41.3;06.апр;85.4;282.3;162.6;383.5;11.сен;18.апр;184.5;199.1;193.9;65.2;291.4;07.мар;102.7;24.сен;98.9;160.9;0.9;02.фев;32.3;02.май;05.июн;01.фев;02.мар;04.июл
03.01.2020;259;218.5;243.3;125.3;390.4;41.3;31;42.2;6;89.1;287.7;162.8;390.7;11.авг;18.апр;180.5;199.8;190.9;67.2;288.8;07.апр;104.2;25.авг;100.1;166.7;1;02.фев;31.май;02.апр;05.июл;01.авг;02.май;04.авг
04.01.2020;248.8;200.9;237.1;116.2;393.1;38.5;28.июл;39.7;05.май;93.9;280.1;166.2;382.4;11.авг;18.фев;175.6;189.3;185.5;63.1;262.3;06.авг;108.6;26.фев;102.8;164.9;0.7;02.янв;30.авг;02.май;05.май;01.июл;02.фев;04.авг
05.01.2020;92.2;89.9;198.2;58;230.7;31.янв;26.апр;48.8;03.мар;82.7;323.8;223.3;487.6;10.мар;18.июн;187.7;220.8;253.3;80.3;328.5;07.июл;67.3;23.июн;73.1;100;01.мар;02.фев;22.июн;02.июн;05.июл;01.июн;02.янв;03.сен
13.01.2020;69.5;69.1;173.4;45.6;223.1;24.мар;19.июл;47.9;02.авг;69.6;253.8;195.8;430.1;08.авг;12.май;189.2;222.6;248.6;81.1;326.4;07.янв;66.1;23.сен;72.4;101.1;01.янв;02.янв;20.июл;02.май;05.апр;01.июн;2;03.апр
14.01.2020;78.1;77.1;170.6;53.3;205.3;26.авг;23.апр;46.2;03.мар;72.7;286.4;194.5;465.5;10.янв;14.янв;192.3;234.2;255.2;82.6;333.6;07.сен;65.6;22.авг;74.9;114.5;01.апр;2;21.апр;02.июн;05.май;01.июл;02.апр;03.май
15.01.2020;91.1;92.6;193;58.8;214;30;24.мар;41.4;03.мар;81.3;323.3;202.6;482.4;10.апр;17.сен;197.4;235.4;257.9;82.9;340.6;08.апр;69.3;22.фев;75.8;123.8;01.апр;2;23.мар;02.июн;05.апр;01.июл;02.янв;03.авг
16.01.2020;92.5;100.7;206.4;61.1;207;33.2;23.авг;44.4;03.мар;77.5;331.2;203.6;482.7;10.мар;18.июн;200;233.4;259.2;82.5;341.5;08.мар;66.9;23.мар;76.4;132.2;01.апр;02.янв;23.июн;02.июл;05.апр;01.июл;02.фев;4
17.01.2020;96;103.4;209.3;58.3;213.3;32.8;25.май;48.8;03.апр;77.6;333.1;199.1;476.3;09.сен;18.июн;198.5;235.9;253.5;81.6;339.2;08.фев;52.5;18.янв;78.1;129;01.апр;02.фев;22.авг;02.июл;05.мар;01.июл;02.фев;03.сен
18.01.2020;89.2;95.8;205.8;54.9;214.4;31.мар;22.июл;46.2;3;80.5;321;200.1;466.7;09.июн;18.апр;196.1;234.4;239;75.6;311.7;07.июн;66.8;21;75.4;113.1;01.фев;02.фев;22.мар;02.апр;05.авг;01.июл;02.янв;03.сен
19.01.2020;291.7;214.9;218.1;130.2;368.4;43.9;28.янв;44.1;06.май;82.5;331.7;160.3;392.3;11.июн;18.фев;182.5;155.9;188.5;69.2;336.8;08.сен;78.9;23.май;84;164.1;1;02.май;27.июн;02.мар;05.июн;01.июл;02.мар;04.май
20.01.2020;268.9;207.9;225.8;113.4;325.6;41.9;28.фев;40.8;6;83.4;340.4;165.3;402.8;11.июн;18.июн;188.4;164.2;195.2;68.6;338.4;08.мар;69.9;23.фев;85.1;170.8;01.мар;02.мар;28.июл;02.май;6;01.авг;02.мар;04.июн
21.01.2020;262.6;210.1;239.7;127.8;318.3;43.9;29.авг;42;05.сен;87.3;344.5;174.2;403.7;11.июн;18.июл;185.9;166.6;188.8;66.1;327.8;08.фев;76.5;22.авг;89.5;168.6;01.янв;02.фев;27.янв;02.июн;06.апр;01.июл;02.фев;04.июн
22.01.2020;244.6;214.6;242.6;135.5;313.4;40.3;29;42.4;05.май;91.8;354.4;180.9;403.8;11.июн;18.июл;187.1;163.8;190;67.2;327.2;08.янв;59.2;22.июн;88.3;164.9;01.фев;02.мар;27.фев;02.апр;05.мар;01.июл;02.фев;04.май
23.01.2020;234.5;212.3;249.6;137.8;339.7;41.1;29.авг;43.5;05.апр;96;362.9;189.1;407.6;11.июн;18.июн;189;169.9;196.5;70.1;334.7;08.фев;69.9;23.сен;89.7;152.9;01.янв;02.фев;26.май;02.мар;06.мар;01.апр;02.мар;03.июн
24.01.2020;215;207.1;252.4;132.5;363.5;38;27;40.1;04.июл;99.2;364.6;194.2;415;11.июн;18.июн;184.1;166.9;196.1;72.2;322.9;07.июн;70.2;25.фев;90.6;169.5;1;02.янв;28.янв;02.апр;05.июл;01.авг;02.фев;04.янв
25.01.2020;174.4;192.3;247.6;125.5;370.5;34.4;25.мар;40.7;03.июл;102.8;346.8;193.3;404.8;11.июн;18.апр;171.8;170.2;182.3;65.6;294.6;06.сен;71.2;25.фев;92.4;169.2;0.8;2;25.сен;02.апр;05.мар;01.июн;02.янв;04.янв
26.01.2020;119;116.7;197.5;85.6;316.2;34.6;25.апр;41.3;03.июл;102.8;378;197.6;497.4;12;18.июл;191.4;204;235.1;85.7;349.6;08.июн;79.5;18.июл;85.9;138.4;01.мар;2;21.мар;02.июн;05.сен;01.июл;2;03.фев
27.01.2020;126.8;126.8;211.3;86.9;331.6;37;26.фев;43.9;03.июл;101.7;379.7;210.4;499.9;13.июл;18.сен;194.1;206.7;228.9;84.8;359.6;08.авг;70.9;20.сен;83.2;133.3;1;02.янв;22.мар;02.июн;05.июл;01.июн;2;3
28.01.2020;125.9;129.4;215.1;91;340.6;37.9;25.мар;41;4;100.4;379.9;212.3;500.8;13.июл;19;195.9;205.5;233.5;84;362.8;08.сен;75;22.май;89;135.1;01.мар;02.янв;24.мар;02.янв;06.янв;01.май;2;3
29.01.2020;126.3;131.2;215.6;94.4;345.6;31.мар;25.фев;45.9;4;100.5;386.5;212.8;502.7;11.авг;19;175;192.6;234.8;86.4;362.1;08.сен;85.6;22.сен;89.5;165.8;0.8;02.фев;24.авг;02.июл;06.мар;01.авг;02.фев;03.июн
